dissimilarity_d1_a0,correlation_d1_a0,contrast_d1_a0,energy_d1_a0,homogeneity_d1_a0,ASM_d1_a0,dissimilarity_d1_a45,correlation_d1_a45,contrast_d1_a45,energy_d1_a45,homogeneity_d1_a45,ASM_d1_a45,dissimilarity_d1_a90,correlation_d1_a90,contrast_d1_a90,energy_d1_a90,homogeneity_d1_a90,ASM_d1_a90,dissimilarity_d1_a135,correlation_d1_a135,contrast_d1_a135,energy_d1_a135,homogeneity_d1_a135,ASM_d1_a135,dissimilarity_d3_a0,correlation_d3_a0,contrast_d3_a0,energy_d3_a0,homogeneity_d3_a0,ASM_d3_a0,dissimilarity_d3_a45,correlation_d3_a45,contrast_d3_a45,energy_d3_a45,homogeneity_d3_a45,ASM_d3_a45,dissimilarity_d3_a90,correlation_d3_a90,contrast_d3_a90,energy_d3_a90,homogeneity_d3_a90,ASM_d3_a90,dissimilarity_d3_a135,correlation_d3_a135,contrast_d3_a135,energy_d3_a135,homogeneity_d3_a135,ASM_d3_a135,dissimilarity_d5_a0,correlation_d5_a0,contrast_d5_a0,energy_d5_a0,homogeneity_d5_a0,ASM_d5_a0,dissimilarity_d5_a45,correlation_d5_a45,contrast_d5_a45,energy_d5_a45,homogeneity_d5_a45,ASM_d5_a45,dissimilarity_d5_a90,correlation_d5_a90,contrast_d5_a90,energy_d5_a90,homogeneity_d5_a90,ASM_d5_a90,dissimilarity_d5_a135,correlation_d5_a135,contrast_d5_a135,energy_d5_a135,homogeneity_d5_a135,ASM_d5_a135,category
0.5206692913385826,0.8853054110380884,0.6660925196850395,0.2630274050981228,0.7539363879770318,0.06918341583265197,0.5719511439022877,0.869228564045976,0.7598115196230393,0.2535266909516136,0.7324083117531529,0.064275783024875,0.31914370078740156,0.9352815482468213,0.37647637795275585,0.309816930383036,0.8459207877578652,0.09598653035196697,0.6383532767065535,0.8370045619584783,0.9471138942277886,0.24605071628340724,0.709906094264226,0.06054095498357776,1.2545624999999998,0.4932132320587495,2.9451875000000003,0.19140010449317946,0.5243960116853704,0.036634000000000014,0.9606953892668177,0.6876652577559778,1.8172083648274124,0.20966047731736176,0.5996434512813998,0.043957515748943965,0.73575,0.7799500898869177,1.284,0.2354931038334775,0.6804884770080626,0.05545700195312501,1.0875535399344922,0.5984808076721314,2.3364827412446463,0.201644569495955,0.5672553354002438,0.04066053240720902,1.6653963414634145,0.17735636921571993,4.797383130081301,0.17496023396184243,0.4336296963148872,0.030611083467982643,1.4898543184183142,0.3276888922405882,3.936134235171696,0.1798963524084941,0.46916659911910413,0.0323626976098811,0.9293064024390242,0.682426049046391,1.8604547764227641,0.21503347093810868,0.6172404070858114,0.04623939362369043,1.5842221644120706,0.24282135257321644,4.432167013527575,0.17702582114814333,0.4490653196111667,0.03133814135317443,obraz1
0.7068159448818898,0.899062647662425,1.0894438976377951,0.2044954134034717,0.6841500360743934,0.04181837410305679,0.7461094922189845,0.8896259600328842,1.1913943827887654,0.20001138142128508,0.6698490063826159,0.04000455269805078,0.3706938976377953,0.9578323430859185,0.45287893700787407,0.25797626980824345,0.8226340653614566,0.06655175578417562,0.8345216690433382,0.8642687699175182,1.4651869303738607,0.19163462559039796,0.6425995938502822,0.03672382972517201,1.7620625,0.48146978596036494,5.6559375,0.14262766348301792,0.43304374395067236,0.020342650390625,1.3070672713529856,0.6997386039619008,3.257684555303603,0.16004166177225626,0.5171356764643346,0.025613333502825273,0.8564375000000001,0.849574259670955,1.6148125000000002,0.19133785767915873,0.6384851446824061,0.03661017578125,1.4562232300327538,0.6283009972596392,4.033068783068783,0.15332403275003254,0.48889908878747007,0.02350825901873305,2.357977642276423,0.13957795814248972,9.448297764227643,0.12914287305067654,0.34466974458867033,0.016677881659783157,2.084287200832466,0.3004717182225661,7.662200832466182,0.13387481350533706,0.38397222693263866,0.01792246569108878,1.0601498983739839,0.7792831155245538,2.3721417682926833,0.1764069134920383,0.5814561977213776,0.031119399127787484,2.2148152965660772,0.21709665309387335,8.573686264308012,0.1314748437055382,0.3658758846330361,0.017285634527395694,obraz1
0.6993110236220472,0.8926200649000537,1.0693897637795275,0.21967103509931898,0.6861847019776037,0.04825536366160623,0.7590055180110361,0.8768612853373738,1.227974455948912,0.21186679796981114,0.6652825426477562,0.044887540081980766,0.3653420275590551,0.9555225301084141,0.44162155511811024,0.27049897194765676,0.8244726104536056,0.0731696938247392,0.8038316076632153,0.8644658317734526,1.3515407030814062,0.2072679909583447,0.6497311539803844,0.042960020075908455,1.6825625000000002,0.48000523439619647,5.2206874999999995,0.15893871657025546,0.4424529909892743,0.025261515624999998,1.3082010582010584,0.6742643607574941,3.2688964474678768,0.1724833962479653,0.5150770451999501,0.02975052198123261,0.817125,0.8544272904288888,1.449875,0.20256128991462066,0.6468945925395699,0.04103107617187501,1.3842907533383724,0.6431984280277266,3.5800579491055684,0.16904223335460342,0.49546343501735185,0.028575276657512198,2.1446900406504064,0.17546642999344458,8.260797764227643,0.14969449212343494,0.37870284556576167,0.022408440972093123,1.9813995837669094,0.29876899286310804,7.088969823100937,0.15061055403791693,0.39733882796138853,0.022683538987608293,0.975927337398374,0.8082407786210368,1.9173653455284554,0.1886473720080544,0.5963476146506898,0.03558783096554526,1.9942117585848074,0.2878245209361452,7.1966050988553585,0.15051283239116323,0.3967055052834592,0.022654112714410396,obraz1
0.5979330708661418,0.8957195173013979,0.8765994094488189,0.2598152774410039,0.7280591046496848,0.06750397839174584,0.6551553103106206,0.879065982017464,1.0176080352160706,0.24980552433233005,0.7062264033553085,0.062402799986950336,0.2848794291338583,0.9591110429448403,0.3424581692913386,0.31613725766101947,0.862864033751525,0.0999427656814298,0.6646413292826585,0.8748868206453176,1.0527621055242111,0.24920223514400425,0.7039017109463839,0.06210175400076759,1.4908124999999999,0.4656016519227376,4.5391875,0.19138214899285932,0.4961409681454068,0.036627126953125005,1.149407911312673,0.6728425259051274,2.769715293524818,0.20664309562148653,0.5632034115398975,0.042701368968030826,0.6686875000000001,0.8640326455089736,1.1410624999999999,0.24052605920409123,0.7028674627926967,0.05785278515625,1.1693751574703954,0.6593718773710292,2.88366087175611,0.20597918929253636,0.5596409892449558,0.04242742642161052,2.008638211382114,0.07024518098126825,7.995045731707317,0.17619004715220352,0.4153780520599675,0.0310429327154957,1.804305411030177,0.24301798233971927,6.4880983350676384,0.1806329705306381,0.4447793643481437,0.03262827004272237,0.8332063008130081,0.8092067786443531,1.6011178861788615,0.22211569429474648,0.6441635491214517,0.04933538165203727,1.8222554630593133,0.22862018538513118,6.611667533818938,0.1804689593242021,0.43958592641574373,0.03256904527956051,obraz1
0.7588582677165354,0.8807314981229711,1.3218503937007873,0.21544740535302936,0.6734850746861517,0.04641758447335254,0.8356996713993429,0.8619993267984452,1.5301010602021206,0.2061757235795377,0.645024259392296,0.04250842899354594,0.4776082677165354,0.937637479908372,0.689099409448819,0.25301927826499865,0.7794661490800807,0.06401875517374082,0.9288858577717156,0.8246469102420737,1.9441998883997769,0.19991360016174553,0.6222278240876465,0.039965447529630264,1.79375,0.40976704538734937,6.589375000000001,0.15884161357504842,0.44327589360980685,0.025230658203125006,1.40803728898967,0.6365205994481443,4.0427059712774005,0.17039086753522312,0.502390899068745,0.02903304773940595,1.0241875,0.7784124039922372,2.4380625,0.19156563517010303,0.594563383639226,0.03669739257812501,1.5615394305870496,0.539901843473739,5.116465104560342,0.16592212544573565,0.4816313994108008,0.02753015171243044,2.2200838414634148,0.12081358819717712,9.896023882113822,0.15081195335628741,0.38615534933877727,0.022744245275139012,2.039151925078044,0.2503798620893569,8.322190426638917,0.15385786261123843,0.4064888752781485,0.023672241887298717,1.1887703252032522,0.7137631758959806,3.11864837398374,0.18122962739907272,0.5515479853083758,0.03284417784720673,2.1229838709677415,0.1763586750641312,9.139373048907387,0.15321043682378757,0.3998151204703673,0.023473437951735805,obraz1
0.7913385826771654,0.8880977535448599,1.3553149606299213,0.21019616950233203,0.6580441768682852,0.0441824296734531,0.8655217310434621,0.8711779326499001,1.55756711513423,0.20142942420383733,0.6317759217026948,0.040573812935089444,0.4856053149606299,0.948723144527569,0.6205708661417322,0.24498107757306298,0.7701899322229915,0.06001572836885909,0.9638539277078555,0.8471717958433227,1.8478516957033915,0.19267497441140238,0.6000427046339996,0.03712364576443456,1.878125,0.4401747045875003,6.76775,0.15644939152765985,0.4240579741318935,0.024476412109375005,1.4677500629881584,0.6570856496778456,4.132905013857395,0.16698617528420018,0.48584463594110244,0.027884382736045626,1.01925,0.8298128444555707,2.0501250000000004,0.18646653729623983,0.5828836502281516,0.034769769531249994,1.6130007558578987,0.5941058580492578,4.8920382968002025,0.1611426804076649,0.45784544641434977,0.02596696344896683,2.3361280487804876,0.15717370098766603,10.221671747967479,0.15107541759458398,0.3667299161843656,0.022823781801377934,2.1542663891779394,0.27153952711361806,8.743496357960458,0.15275428461598933,0.38642284395989707,0.023333871468542672,1.1676829268292683,0.7815400821051867,2.6295731707317067,0.1777489348239035,0.5451916861679195,0.0315946838310323,2.232895421436004,0.2306617950802626,9.239529136316337,0.15124022047273328,0.3740529002857933,0.02287360428864097,obraz1
0.8577140748031495,0.8720543726098653,1.5447219488188977,0.18801229969189054,0.6335018554628061,0.03534862483543326,0.952197904395809,0.8407985537085503,1.9161758323516649,0.1805801428137144,0.6064775217952829,0.03260918797862149,0.5850147637795274,0.9230629322037449,0.9275344488188976,0.22017620597331364,0.7368964785160317,0.04847756167680303,1.0675181350362701,0.8063434023989223,2.3310806621613245,0.17338446915042974,0.5751436027335586,0.030062174142576323,2.0021875,0.3879523183144776,7.3586875,0.13787102640466198,0.39416755060762015,0.019008419921875,1.585978835978836,0.5924421454099558,4.888321995464853,0.14868237004613769,0.4618308136436672,0.02210644716253662,1.2591875000000001,0.7091543912188428,3.4969375000000005,0.1638575863173567,0.5349252298620534,0.026849308593749996,1.7731166540690348,0.506021379896926,5.9259259259259265,0.14307874872530746,0.42928684077250895,0.02047152833679967,2.450901930894309,0.10991149088745433,10.703061483739837,0.13255324581975764,0.3399941018804472,0.017570362977353097,2.266389177939646,0.21708166808169685,9.344562955254942,0.13445923273370095,0.3651747085878077,0.018079285267335553,1.443915142276423,0.6316605518265929,4.425876524390244,0.1549487921445164,0.4945721416595817,0.024009128187044544,2.3794224765868885,0.14493871320262106,10.206555671175858,0.13307007875644222,0.3490600470181674,0.017707645860245733,obraz1
0.8787524606299211,0.8324977994712147,1.5658833661417322,0.19772127003416876,0.6241967766072142,0.039093700623924685,0.9860499720999443,0.7893566017589131,1.9688759377518754,0.18980339788100553,0.5937011474140124,0.0360253298471753,0.6027312992125984,0.8921435171537863,1.0115649606299213,0.23324990759812722,0.7335600701800152,0.05440551939453488,1.094240188480377,0.7376400325110739,2.4519189038378078,0.18263302870280412,0.5670902055318023,0.03335482317315927,1.9913125000000003,0.2348451411877486,7.0983125000000005,0.14876742282418556,0.3924477557977448,0.022131746093750005,1.6181657848324515,0.47714885561911285,4.882590073066264,0.1580551563820418,0.45022147452135375,0.024981432458951684,1.26775,0.6057213711738055,3.715375,0.1750470862993012,0.5385424960642471,0.030641482421875005,1.7739984882842028,0.36596837221334616,5.918997228521039,0.153935578035103,0.4270884898542589,0.023696162185001285,2.300368394308943,0.012486190903510296,9.128366361788617,0.14404859069799,0.3507319045248568,0.020749996482077055,2.2051248699271593,0.08363606971450388,8.528746097814777,0.14524573006614733,0.363153456130566,0.021096322102448134,1.4420096544715444,0.5268307721017691,4.4566183943089435,0.16523138890062997,0.49600480187015666,0.027301411878031222,2.26391779396462,0.045240552615836455,8.870057232049948,0.14462582104877794,0.35457051805281486,0.020916628114033144,obraz1
0.7923228346456693,0.8729726002166905,1.310900590551181,0.21050511457215712,0.65300538184932,0.044312403261037,0.9197718395436791,0.8308826518787238,1.7467294934589868,0.19960500119602875,0.6151790450455686,0.03984215650246664,0.5792937992125984,0.9123065446727738,0.9197219488188976,0.2398954305823345,0.7406186552266614,0.05754981761428367,0.97749395498791,0.8033988752194096,2.0301320602641204,0.1958350495067547,0.6029381672728673,0.03835136661531306,1.753625,0.4299969099620785,5.646249999999999,0.16016672831576165,0.42765508917341943,0.025653380859375,1.48318216175359,0.5808869400595157,4.251259763164525,0.16822739166988496,0.4798889145401826,0.028300455308052877,1.2325625,0.6758678665423269,3.4089375000000004,0.18049752205709085,0.5446721013950183,0.03257935546875,1.5791131267321743,0.5257421946420302,4.807256235827664,0.16474604260650047,0.4607528168326379,0.027141258554502865,2.034870426829268,0.2201752081873105,7.526359247967481,0.1561816340598902,0.3888394513532283,0.02439270281761745,1.9785379812695107,0.26923837463636563,7.173517169614984,0.15600778677215466,0.3963093538491998,0.024338429533546074,1.3932291666666665,0.6065356856104709,4.155932418699187,0.17188828485363772,0.5083452887538069,0.029545582469925304,1.9518730489073879,0.2923241078281234,6.926638917793964,0.15638135422477628,0.3963967603763084,0.02445512794917495,obraz1
0.8235113188976377,0.9021866679197278,1.5810162401574803,0.19959005568694785,0.6586843984989104,0.03983619032911894,0.9205778411556824,0.8845245652492105,1.8649637299274602,0.18933162939593629,0.6252216216337233,0.03584646588972017,0.4806840551181102,0.9596640636689086,0.6610482283464567,0.23297729074971707,0.7762032018364734,0.054278418005078204,0.9666439332878666,0.8733342056903284,2.0463140926281853,0.18568729205022025,0.6125804340068779,0.03447977042894379,1.9469375,0.48738565642927184,8.0828125,0.14912150299755564,0.4368561959365524,0.022237222656249996,1.5473041068279163,0.6805061261319718,5.0890022675736954,0.15825400894841876,0.49223836722265507,0.02504433134824621,1.019125,0.8622537644719871,2.256875,0.17673271662315385,0.5925680758992299,0.031234453125000002,1.6191735953640716,0.6587805764143164,5.440917107583774,0.1556029289751814,0.47491420451949196,0.024212271505655348,2.4831046747967482,0.17193511320868687,12.764608739837398,0.14008207705798423,0.37395168432953063,0.019622988312879033,2.274648803329865,0.2977391515064778,10.919810093652444,0.1427780221649473,0.39663024756552,0.020385563613334184,1.1656504065040652,0.8262086911358988,2.8363821138211383,0.1684926506520821,0.553518615174978,0.028389773323764585,2.304500520291363,0.3002329138136227,10.908038501560874,0.14216197612366474,0.38715687967017187,0.020210027455385422,obraz1
